rank,uid,username,type,accompany,medal_name,medal_level
1,6417028,学渣只能说一句花Q,提督,1337,薇我50,47
2,215160355,龍腾萬裏,提督,715,薇我50,44
3,206971950,于生真君,提督,572,薇我50,36
4,324234804,橘小草,舰长,209,薇我50,42
5,500926970,啾哩の小鸟,舰长,1630,薇我50,41
6,20623283,魔龙幻象,舰长,963,薇我50,41
7,35954316,断桥九色鹿liner,舰长,1647,薇我50,41
8,3488947,翲雪,舰长,995,薇我50,40
9,26164174,头像是我老婆都不许抢,舰长,401,薇我50,40
10,3886831,白色の契约,舰长,324,薇我50,38
11,513364,AquaARIA,舰长,1426,薇我50,38
12,86948494,邪眼断罪真君,舰长,827,薇我50,37
13,66909349,通りすがりの卡面来打,舰长,442,薇我50,37
14,2021813,憨咸玉,舰长,1428,薇我50,37
15,520950948,天高又海阔,舰长,852,薇我50,37
16,11947976,墨二猫,舰长,1417,薇我50,37
17,36803580,苏清璇omo,舰长,1793,薇我50,36
18,38267109,寒将学,舰长,1498,薇我50,36
19,88069932,啵啵语默yumo,舰长,1104,薇我50,36
20,486618176,唯爱-金克丝,舰长,1484,薇我50,36
21,7655747,Maki-Lucky,舰长,1073,薇我50,35
22,33909726,知丶薇,舰长,1543,薇我50,35
23,44539694,落晓星垂,舰长,936,薇我50,35
24,13618274,到处逛gai的织月_邪夜,舰长,899,薇我50,35
25,188407581,等枫的秋omega,舰长,1147,薇我50,35
26,1597285,cy122312,舰长,89,薇我50,35
27,24331924,渡劫老咸鱼,舰长,1348,薇我50,35
28,4725013,Lin嚯嚯从小就是大冤种,舰长,945,薇我50,35
29,29117,巫女猎人,舰长,1385,薇我50,35
30,82190873,夜宁远233,舰长,810,薇我50,35
31,1666610463,達尼克斯,舰长,1226,薇我50,35
32,30588204,wbl00,舰长,870,薇我50,35
33,3493290353625201,CrazyFeng绝逢,舰长,392,薇我50,35
34,500015824,明阅清风,舰长,719,薇我50,35
35,31260366,yy猫咪的日常,舰长,700,薇我50,35
36,65438110,瘟疫小三,舰长,1020,薇我50,35
37,34549812,三速红翼,舰长,1077,薇我50,35
38,204323021,老实の锅包又,舰长,1484,薇我50,34
39,33039475,来自地狱魅影,舰长,1139,薇我50,34
40,2158592,AntimonyRA,舰长,1258,薇我50,34
41,1418947,薇拉头号昆仑奴_玲珑,舰长,697,薇我50,34
42,15016606,地狱掌管者-路西法,舰长,1073,薇我50,34
43,672722632,亿穷二白王道长,舰长,625,薇我50,34
44,13038645,回忆的熊孩子,舰长,1290,薇我50,34
45,175445590,过路人333,舰长,1055,薇我50,34
46,1276746344,爱莉希雅nya,舰长,1271,薇我50,34
47,284241412,薇拉5号老公,舰长,1007,薇我50,34
48,301640080,压力史莱姆,舰长,773,薇我50,34
49,1887203,漆黑小透明,舰长,1039,薇我50,34
50,3665701,黑腹小萝莉,舰长,972,薇我50,34
51,11154077,-逍遥哈利-,舰长,1050,薇我50,34
52,224567449,童山闻颜,舰长,1106,薇我50,34
53,8657762,金Au银Ag,舰长,1174,薇我50,34
54,76557065,昔日猖狂,舰长,602,薇我50,33
55,34639269,Sam-_-_-,舰长,586,薇我50,33
56,38403401,珍惜未来,舰长,1110,薇我50,33
57,110366,Melody一野猫,舰长,923,薇我50,33
58,392082420,V圈守墓人-逆风21314号,舰长,929,薇我50,33
59,34936482,可爱多一点的小可爱,舰长,1000,薇我50,33
60,92484205,依旧是那片羽,舰长,1031,薇我50,33
61,157504414,虾滑馅鱼之咸,舰长,629,薇我50,33
62,352626239,跳楼投简历,舰长,440,薇我50,33
63,14121293,-悠乐美-,舰长,518,薇我50,33
64,7345183,无知的弟弟,舰长,773,薇我50,33
65,3221225,Sailaphair,舰长,852,薇我50,33
66,365247143,穆-夏,舰长,1062,薇我50,33
67,119549172,桜小路瑞希,舰长,805,薇我50,33
68,266220921,羽飘漂,舰长,683,薇我50,33
69,15306134,亡雨轩,舰长,621,薇我50,33
70,3546707608472248,英之胜刃,舰长,504,薇我50,33
71,18526621,不科学的事事,舰长,861,薇我50,33
72,295283958,黎_明_樱,舰长,393,薇我50,33
73,261020,绯の亚莉亚,舰长,563,薇我50,33
74,178811338,影噬百災,舰长,442,薇我50,33
75,919906,怜怜_Official,舰长,757,薇我50,32
76,17498256,泠-梦怜,舰长,771,薇我50,32
77,102413528,汪情许爱今生缘,舰长,757,薇我50,32
78,535542637,ulsmallzhou,舰长,719,薇我50,32
79,286681,焚风浩克,舰长,853,薇我50,32
80,11038787,无始虚空,舰长,383,薇我50,32
81,3546665562671221,米里尔Miller,舰长,689,薇我50,32
82,166737838,风忆清浅丶,舰长,727,薇我50,32
83,7640597,空灬白丶采佩西,舰长,547,薇我50,32
84,2399315,雙轉輪迴,舰长,473,薇我50,32
85,616115,无聊的仁,舰长,509,薇我50,32
86,26520322,凛冬-乐乐,舰长,487,薇我50,32
87,35052282,Dragonin_the_sky,舰长,414,薇我50,32
88,438561421,霹雳烈焰_武直十,舰长,272,薇我50,31
89,3493259942824884,是落零哟,舰长,340,薇我50,31
90,3546824000407733,璃星璇,舰长,551,薇我50,31
91,19168683,脸黑的又,舰长,512,薇我50,31
92,240594618,姜山石头人,舰长,391,薇我50,31
93,493895182,达纳萨玛621,舰长,332,薇我50,31
94,76648977,血魔之渊,舰长,415,薇我50,31
95,33540376,镜中觅己,舰长,328,薇我50,31
96,357368,小北是真姬厨,舰长,389,薇我50,31
97,306389908,日辰er,舰长,502,薇我50,31
98,58181607,慧如群星,舰长,439,薇我50,31
99,119100882,剑心r小兵,舰长,239,薇我50,30
100,1418516223,白夏之季,舰长,384,薇我50,30
101,12153648,初雪兰,舰长,354,薇我50,30
102,16120203,诺诺维亚,舰长,232,薇我50,30
103,12061686,盗心の魔理沙,舰长,381,薇我50,30
104,85447188,无尽光之旋律,舰长,375,薇我50,30
105,7241260,叫我雪糕,舰长,359,薇我50,30
106,19994336,Saiei-YOYO,舰长,208,薇我50,30
107,397045566,血姬不是雌小鬼づ,舰长,297,薇我50,30
108,1245362248,痴呆嘎嘎菜,舰长,223,薇我50,30
109,195534670,Crow灬苗子,舰长,136,薇我50,30
110,51187180,丕凊,舰长,154,薇我50,29
111,409738506,郁林郡那边的月夜清风,舰长,242,薇我50,29
112,43425689,magic-lamp,舰长,204,薇我50,28
113,500330198,丧钟亦是晚钟,舰长,101,薇我50,28
114,454539765,段某不会下棋,舰长,122,薇我50,28
115,381895261,混吃等死的小六月,舰长,191,薇我50,28
116,322301653,景风团子0vo,舰长,81,薇我50,28
117,3546755765373645,繁星无薇不至,舰长,51,薇我50,27
118,43833224,我怎么想不到好名字呢,舰长,111,薇我50,27
119,2066667300,--菁华浮梦--,舰长,174,薇我50,27
120,482059300,要不要一起摸鱼啊,舰长,100,薇我50,27
121,15258517,月升千绫,舰长,99,薇我50,26
122,567586524,叫我随风就好,舰长,100,薇我50,26
123,3546700568332496,梦水何又问,舰长,100,薇我50,26
124,28335323,偷一缕暖火,舰长,111,薇我50,26
125,19792306,白浊姬,舰长,158,薇我50,26
126,1182882611,冰绒の养成计划,舰长,101,薇我50,26
127,1334931,索霖马可夫,舰长,54,薇我50,26
128,3494374235179402,尘百家,舰长,67,薇我50,26
129,390641423,喾爨,舰长,50,薇我50,26
130,22163343,北京复禾,舰长,101,薇我50,25
131,97229933,千月寒雪,舰长,83,薇我50,25
132,25643898,帝天天天天天天,舰长,111,薇我50,25
133,3493257803729089,天倾神灭,舰长,111,薇我50,25
134,13010860,亚莉丝,舰长,90,薇我50,25
135,1499957472,摆烂等死的卡皮巴拉,舰长,51,薇我50,25
136,39823035,绝代双喵,舰长,62,薇我50,24
137,14040859,迷失的晓焰,舰长,51,薇我50,24
138,3493086355261791,刻猫月,舰长,53,薇我50,24
139,24221191,西柯正东,舰长,36,薇我50,24
140,334702077,啊老壳疼,舰长,44,薇我50,24
141,1278231008,東冥脩Real,舰长,25,薇我50,23
142,1316840405,抑尘の,舰长,24,薇我50,23
143,15358002,老开阳,舰长,43,薇我50,23
144,2267304,芒果年糕Zz,舰长,59,薇我50,23
145,18134814,_Charlotte-_-,舰长,51,薇我50,23
146,1234344181,知更鸦,舰长,15,薇我50,22
147,1428410236,不会取名喵0,舰长,7,薇我50,22
148,1445116071,慕锦瑶,舰长,16,薇我50,21
149,403372435,紫炎Yukari_En,舰长,11,薇我50,21
150,547992063,萨摩Nonoko,舰长,24,薇我50,21
151,27731243,妖云家的尘梦,舰长,28,薇我50,21
152,1733965749,空崎日奈の犬-不找主,舰长,21,薇我50,21
153,81359539,蛋挞君z,舰长,16,薇我50,21
154,154455396,若梦浅汐ovo,舰长,18,薇我50,21
155,3546952960575942,石上丶花间,舰长,6,薇我50,21
156,3300422,しろ_,舰长,2,薇我50,21
157,1582836122,得闲饮茶qmq,舰长,24,薇我50,21
