rank,uid,username,type,accompany,medal_name,medal_level
1,6417028,学渣只能说一句花Q,提督,1269,薇我50,46
2,215160355,龍腾萬裏,提督,647,薇我50,44
3,324234804,橘小草,提督,141,薇我50,41
4,500926970,啾哩の小鸟,提督,1562,薇我50,41
5,20623283,魔龙幻象,舰长,895,薇我50,41
6,35954316,断桥九色鹿liner,舰长,1579,薇我50,41
7,3488947,翲雪,舰长,927,薇我50,40
8,513364,AquaARIA,舰长,1358,薇我50,38
9,88830022,糖加小酥,舰长,226,薇我50,38
10,3886831,白色の契约,舰长,256,薇我50,38
11,86948494,邪眼断罪真君,舰长,759,薇我50,37
12,2021813,憨咸玉,舰长,0,薇我50,37
13,520950948,-墨终-,舰长,784,薇我50,37
14,66909349,通りすがりの卡面来打,舰长,374,薇我50,37
15,36803580,苏清璇omo,舰长,1725,薇我50,36
16,38267109,寒将学,舰长,1430,薇我50,36
17,441175327,终南苍云-棉花糖,舰长,455,薇我50,36
18,88069932,啵啵语默yumo,舰长,1036,薇我50,35
19,486618176,唯爱-金克丝,舰长,1416,薇我50,35
20,7655747,Maki-Lucky,舰长,1005,薇我50,35
21,26164174,头像是我老婆都不许抢,舰长,333,薇我50,35
22,33909726,知丶薇,舰长,1475,薇我50,35
23,44539694,落晓星垂,舰长,868,薇我50,35
24,13618274,到处逛gai的织月_邪夜,舰长,831,薇我50,35
25,188407581,等枫的秋omega,舰长,1107,薇我50,35
26,24331924,渡劫老咸鱼,舰长,1280,薇我50,35
27,4725013,Lin嚯嚯从小就是大冤种,舰长,877,薇我50,35
28,18256506,雪乃结衣,舰长,360,薇我50,35
29,140650247,岚狄9045,舰长,896,薇我50,35
30,3493290353625201,CrazyFeng绝逢,舰长,324,薇我50,35
31,1666610463,達尼克斯,舰长,1158,薇我50,35
32,29117,巫女猎人,舰长,1317,薇我50,35
33,30588204,wbl00,舰长,802,薇我50,35
34,500015824,明阅清风,舰长,651,薇我50,34
35,31260366,yy猫咪的日常,舰长,635,薇我50,34
36,82190873,夜宁远233,舰长,742,薇我50,34
37,65438110,瘟疫3,舰长,952,薇我50,34
38,33039475,来自地狱魅影,舰长,1071,薇我50,34
39,204323021,老实の锅包又,舰长,1416,薇我50,34
40,2158592,AntimonyRA,舰长,1194,薇我50,34
41,1418947,腊鸡玲珑_躺平中,舰长,629,薇我50,34
42,105294017,YNC小影子,舰长,604,薇我50,34
43,1184560947,良苦用心的好爹爹,舰长,232,薇我50,34
44,13038645,回忆的熊孩子,舰长,1222,薇我50,34
45,1413795259,花飞花影,舰长,378,薇我50,34
46,672722632,亿穷二白王道长,舰长,557,薇我50,34
47,175445590,过路人333,舰长,987,薇我50,34
48,302512419,摸余vv,舰长,207,薇我50,34
49,301640080,压力史莱姆,舰长,705,薇我50,34
50,1887203,漆黑小透明,舰长,971,薇我50,34
51,3665701,黑腹小萝莉,舰长,904,薇我50,34
52,108038351,泽云熙海,舰长,793,薇我50,34
53,11154077,-逍遥哈利-,舰长,982,薇我50,34
54,1276746344,爱莉希雅nya,舰长,1203,薇我50,34
55,224567449,童山闻颜,舰长,1038,薇我50,33
56,271865349,花果山吗喽小阿凌,舰长,527,薇我50,33
57,38403401,珍惜未来,舰长,1042,薇我50,33
58,14121293,-悠乐美-,舰长,450,薇我50,33
59,110366,Melody一野猫,舰长,855,薇我50,33
60,8657762,金Au银Ag,舰长,1106,薇我50,33
61,17212506,仙狐晓梦,舰长,740,薇我50,33
62,34936482,可爱多一点的小可爱,舰长,932,薇我50,33
63,76557065,昔日猖狂,舰长,534,薇我50,33
64,92484205,依旧是那片羽,舰长,963,薇我50,33
65,392082420,V圈守墓人-逆风21314号,舰长,861,薇我50,33
66,352626239,跳楼投简历,舰长,372,薇我50,33
67,34639269,Sam-_-_-,舰长,526,薇我50,33
68,157504414,虾滑馅鱼之咸,舰长,567,薇我50,33
69,3221225,Sailaphair,舰长,784,薇我50,33
70,77029724,山中黑鱼,舰长,248,薇我50,33
71,365247143,穆-夏,舰长,994,薇我50,33
72,7345183,无知的弟弟,舰长,705,薇我50,33
73,119549172,桜小路瑞希,舰长,737,薇我50,33
74,261020,绯の亚莉亚,舰长,495,薇我50,33
75,266220921,羽飘漂,舰长,615,薇我50,33
76,3546707608472248,英之胜刃,舰长,436,薇我50,32
77,15306134,亡雨轩,舰长,553,薇我50,32
78,502759263,Y魇_魇Y,舰长,376,薇我50,32
79,295283958,黎_明_樱,舰长,325,薇我50,32
80,919906,怜怜_Official,舰长,689,薇我50,32
81,17498256,泠-梦怜,舰长,705,薇我50,32
82,286681,焚风浩克,舰长,785,薇我50,32
83,535542637,ulsmallzhou,舰长,651,薇我50,32
84,102413528,汪情许爱今生缘,舰长,689,薇我50,32
85,11038787,无始虚空,舰长,315,薇我50,32
86,3546665562671221,米里尔Miller,舰长,621,薇我50,32
87,578482,咩噗菲宝-尤菲,舰长,57,薇我50,32
88,375831015,广武大蟑螂,舰长,410,薇我50,32
89,3493259942824884,是落零哟,舰长,272,薇我50,31
90,166737838,风忆清浅丶,舰长,659,薇我50,31
91,7640597,空灬白丶采佩西,舰长,479,薇我50,31
92,2399315,雙轉輪迴,舰长,405,薇我50,31
93,35052282,Dragonin_the_sky,舰长,352,薇我50,31
94,26520322,凛冬-乐乐,舰长,419,薇我50,31
