rank,uid,username,type,accompany,medal_name,medal_level
1,6417028,学渣只能说一句花Q,总督,1394,薇我50,49
2,215160355,薇拉永恒,总督,772,薇我50,47
3,324234804,橘小草,提督,266,薇我50,43
4,26164174,头像是我老婆都不许抢,提督,458,薇我50,42
5,3886831,白色の契约,提督,381,薇我50,41
6,66909349,通りすがりの卡面来打,提督,499,薇我50,39
7,86948494,邪眼断罪真君,提督,884,薇我50,38
8,1418947,腊鸡玲珑,提督,754,薇我50,37
9,13618274,打工还债的日日夜夜,提督,956,薇我50,37
10,30588204,wbl00,提督,927,薇我50,36
11,22797286,凡狼pyamiles,提督,1247,薇我50,36
12,18526621,不科学的事事,提督,918,薇我50,36
13,11154077,-逍遥哈利-,提督,1107,薇我50,36
14,19532424,是四不是死的四兔子,提督,841,薇我50,35
15,119100882,剑心r小兵,提督,287,薇我50,34
16,2128607118,鹅蛋冲击,提督,167,薇我50,33
17,1975435,七月旧年,提督,234,薇我50,32
18,3546899242027326,咕噜咕噜mama妻,提督,54,薇我50,32
19,5807542,刘至一,提督,137,薇我50,32
20,20623283,魔龙幻象,舰长,1020,薇我50,42
21,500926970,啾哩の小鸟,舰长,1687,薇我50,41
22,35954316,断桥九色鹿liner,舰长,1704,薇我50,41
23,3488947,翲雪,舰长,1052,薇我50,40
24,513364,AquaARIA,舰长,1483,薇我50,38
25,2021813,憨咸玉,舰长,1485,薇我50,37
26,520950948,bili114514030401,舰长,909,薇我50,37
27,11947976,墨二猫,舰长,1474,薇我50,37
28,1597285,cy122312,舰长,146,薇我50,37
29,36803580,苏清璇omo,舰长,1850,薇我50,36
30,38267109,寒将学,舰长,1555,薇我50,36
31,88069932,啵啵语默yumo,舰长,1161,薇我50,36
32,486618176,唯爱-金克丝,舰长,1541,薇我50,36
33,68000638,-叶樱-,舰长,287,薇我50,36
34,7655747,Maki-Lucky,舰长,1130,薇我50,36
35,206971950,于生真君,舰长,610,薇我50,36
36,33909726,知丶薇,舰长,1600,薇我50,36
37,44539694,落晓星垂,舰长,993,薇我50,36
38,188407581,等枫的秋omega,舰长,1194,薇我50,35
39,18256506,边缘友人,舰长,468,薇我50,35
40,24331924,渡劫老咸鱼,舰长,1405,薇我50,35
41,31260366,yy猫咪的日常,舰长,757,薇我50,35
42,82190873,夜宁远233,舰长,867,薇我50,35
43,4725013,Lin嚯嚯从小就是大冤种,舰长,1002,薇我50,35
44,29117,巫女猎人,舰长,1442,薇我50,35
45,500015824,明阅清风,舰长,776,薇我50,35
46,1666610463,達尼克斯,舰长,1282,薇我50,35
47,65438110,瘟疫小三,舰长,1077,薇我50,35
48,34639269,Sam-_-_-,舰长,643,薇我50,35
49,3493290353625201,CrazyFeng绝逢,舰长,449,薇我50,35
50,204323021,老实の锅包又,舰长,1541,薇我50,35
51,34549812,三速红翼,舰长,1127,薇我50,35
52,33039475,来自地狱魅影,舰长,1196,薇我50,35
53,2158592,AntimonyRA,舰长,1307,薇我50,35
54,1413795259,花飞花影,舰长,444,薇我50,35
55,15016606,地狱掌管者-路西法,舰长,1129,薇我50,35
56,13038645,回忆的熊孩子,舰长,1347,薇我50,34
57,301640080,压力史莱姆,舰长,830,薇我50,34
58,672722632,亿穷二白王道长,舰长,682,薇我50,34
59,1276746344,爱莉希雅nya,舰长,1328,薇我50,34
60,1887203,漆黑小透明,舰长,1096,薇我50,34
61,3665701,黑腹小萝莉,舰长,1029,薇我50,34
62,284241412,B站-市场调研-员,舰长,1059,薇我50,34
63,175445590,过路人333,舰长,1112,薇我50,34
64,1681268,未定形史莱姆,舰长,1132,薇我50,34
65,302512419,摸余vv,舰长,257,薇我50,34
66,480603815,凤岂页,舰长,917,薇我50,34
67,108038351,泽云熙海,舰长,887,薇我50,34
68,34936482,可爱多一点的小可爱,舰长,1057,薇我50,34
69,224567449,童山闻颜,舰长,1163,薇我50,34
70,36227964,fft肥肥羊,舰长,857,薇我50,34
71,157504414,虾滑馅鱼之咸,舰长,677,薇我50,34
72,392082420,V圈守墓人-逆风21314号,舰长,986,薇我50,34
73,8657762,金Au银Ag,舰长,1231,薇我50,34
74,110366,Melody一野猫,舰长,980,薇我50,34
75,76557065,昔日猖狂,舰长,659,薇我50,34
76,7345183,无知的弟弟,舰长,830,薇我50,34
