rank,uid,username,type,accompany,medal_name,medal_level
1,215160355,薇拉永恒,总督,763,薇我50,47
2,6417028,学渣只能说一句花Q,提督,1385,薇我50,47
3,324234804,橘小草,提督,257,薇我50,43
4,26164174,头像是我老婆都不许抢,提督,449,薇我50,42
5,3886831,白色の契约,提督,372,薇我50,41
6,66909349,通りすがりの卡面来打,提督,490,薇我50,39
7,86948494,邪眼断罪真君,提督,875,薇我50,38
8,1418947,腊鸡玲珑,提督,745,薇我50,37
9,13618274,到处逛gai的织月_邪夜,提督,947,薇我50,37
10,30588204,wbl00,提督,918,薇我50,36
11,22797286,凡狼pyamiles,提督,1238,薇我50,36
12,18526621,不科学的事事,提督,909,薇我50,36
13,11154077,-逍遥哈利-,提督,1098,薇我50,36
14,19532424,是四不是死的四兔子,提督,832,薇我50,35
15,119100882,剑心r小兵,提督,278,薇我50,34
16,2128607118,鹅蛋冲击,提督,158,薇我50,33
17,1975435,七月旧年,提督,225,薇我50,32
18,3546899242027326,巨蚊子expromax,提督,45,薇我50,32
19,5807542,刘至一,提督,128,薇我50,32
20,20623283,魔龙幻象,舰长,1011,薇我50,42
21,500926970,啾哩の小鸟,舰长,1678,薇我50,41
22,35954316,断桥九色鹿liner,舰长,1695,薇我50,41
23,3488947,翲雪,舰长,1043,薇我50,40
24,513364,AquaARIA,舰长,1474,薇我50,38
25,2021813,憨咸玉,舰长,1476,薇我50,37
26,520950948,-墨终-,舰长,900,薇我50,37
27,11947976,墨二猫,舰长,1465,薇我50,37
28,1597285,cy122312,舰长,137,薇我50,37
29,36803580,苏清璇omo,舰长,1841,薇我50,36
30,38267109,寒将学,舰长,1546,薇我50,36
31,486618176,唯爱-金克丝,舰长,1532,薇我50,36
32,7655747,Maki-Lucky,舰长,1121,薇我50,36
33,88069932,啵啵语默yumo,舰长,1152,薇我50,36
34,33909726,知丶薇,舰长,1591,薇我50,36
35,44539694,落晓星垂,舰长,984,薇我50,36
36,68000638,-叶樱-,舰长,278,薇我50,36
37,188407581,等枫的秋omega,舰长,1185,薇我50,35
38,24331924,渡劫老咸鱼,舰长,1396,薇我50,35
39,31260366,yy猫咪的日常,舰长,748,薇我50,35
40,18256506,边缘友人,舰长,459,薇我50,35
41,82190873,夜宁远233,舰长,858,薇我50,35
42,4725013,Lin嚯嚯从小就是大冤种,舰长,993,薇我50,35
43,500015824,明阅清风,舰长,767,薇我50,35
44,1666610463,達尼克斯,舰长,1273,薇我50,35
45,29117,巫女猎人,舰长,1433,薇我50,35
46,65438110,瘟疫小三,舰长,1068,薇我50,35
47,204323021,老实の锅包又,舰长,1532,薇我50,35
48,3493290353625201,CrazyFeng绝逢,舰长,440,薇我50,35
49,34549812,三速红翼,舰长,1118,薇我50,35
50,2158592,AntimonyRA,舰长,1298,薇我50,35
51,1413795259,花飞花影,舰长,435,薇我50,35
52,33039475,来自地狱魅影,舰长,1187,薇我50,35
53,15016606,地狱掌管者-路西法,舰长,1120,薇我50,35
54,34639269,Sam-_-_-,舰长,634,薇我50,35
55,13038645,回忆的熊孩子,舰长,1338,薇我50,34
56,301640080,压力史莱姆,舰长,821,薇我50,34
57,672722632,亿穷二白王道长,舰长,673,薇我50,34
58,1887203,漆黑小透明,舰长,1087,薇我50,34
59,284241412,B站-市场调研-员,舰长,1050,薇我50,34
60,175445590,过路人333,舰长,1103,薇我50,34
61,1276746344,爱莉希雅nya,舰长,1319,薇我50,34
62,1681268,未定形史莱姆,舰长,1123,薇我50,34
63,302512419,摸余vv,舰长,248,薇我50,34
64,480603815,凤岂页,舰长,908,薇我50,34
65,3665701,黑腹小萝莉,舰长,1020,薇我50,34
66,108038351,泽云熙海,舰长,878,薇我50,34
67,224567449,童山闻颜,舰长,1154,薇我50,34
68,36227964,fft肥肥羊,舰长,848,薇我50,34
69,392082420,V圈守墓人-逆风21314号,舰长,977,薇我50,34
70,34936482,可爱多一点的小可爱,舰长,1048,薇我50,34
71,157504414,虾滑馅鱼之咸,舰长,668,薇我50,34
72,8657762,金Au银Ag,舰长,1222,薇我50,34
73,110366,Melody一野猫,舰长,971,薇我50,34
74,76557065,昔日猖狂,舰长,650,薇我50,34
75,352626239,跳楼投简历,舰长,487,薇我50,34
76,7345183,无知的弟弟,舰长,821,薇我50,34
77,92484205,谜_天羽落,舰长,1079,薇我50,33
78,2478825,冰冰不想醒,舰长,944,薇我50,33
79,119549172,桜小路瑞希,舰长,853,薇我50,33
80,14850509,有三枚游戏币的卡七,舰长,825,薇我50,33
81,266220921,羽飘漂,舰长,731,薇我50,33
82,15306134,亡雨轩,舰长,669,薇我50,33
83,14121293,-悠乐美-,舰长,566,薇我50,33
84,3221225,Sailaphair,舰长,900,薇我50,33
85,365247143,穆-夏,舰长,1110,薇我50,33
86,3546707608472248,英之胜刃,舰长,548,薇我50,33
87,471266480,Zx芝,舰长,548,薇我50,33
88,7640597,空灬白丶采佩西,舰长,595,薇我50,33
89,295283958,黎_明_樱,舰长,441,薇我50,33
90,44477862,梦镜のら,舰长,638,薇我50,33
91,102413528,汪情许爱今生缘,舰长,805,薇我50,33
92,3546665562671221,米里尔Miller,舰长,737,薇我50,33
93,919906,怜怜_Official,舰长,805,薇我50,33
94,2399315,雙轉輪迴,舰长,521,薇我50,33
95,17498256,泠-梦怜,舰长,818,薇我50,33
96,535542637,ulsmallzhou,舰长,767,薇我50,33
97,286681,焚风浩克,舰长,901,薇我50,33
98,261020,绯の亚莉亚,舰长,611,薇我50,33
99,11038787,无始虚空,舰长,430,薇我50,33
100,33902990,平板黑初音,舰长,518,薇我50,32
101,26520322,凛冬-乐乐,舰长,535,薇我50,32
102,166737838,风忆清浅丶,舰长,775,薇我50,32
103,24221191,西柯正东-禁票中,舰长,84,薇我50,32
104,375831015,广武大蟑螂,舰长,434,薇我50,32
105,35052282,Dragonin_the_sky,舰长,458,薇我50,32
106,35090197,只给熊小点关注的咩名,舰长,459,薇我50,32
107,32412612,下雨带刀不打伞,舰长,491,薇我50,32
108,76648977,血魔之渊,舰长,463,薇我50,32
109,1952581820,晒太阳德萝卜,舰长,400,薇我50,32
110,33540376,镜中觅己,舰长,376,薇我50,32
111,435628439,玥之力,舰长,490,薇我50,32
112,1039013541,吉米崽www,舰长,308,薇我50,32
113,297668572,天依的御厨团长,舰长,638,薇我50,32
114,19168683,脸黑的又,舰长,560,薇我50,32
115,3546824000407733,璃星璇,舰长,599,薇我50,31
