rank,uid,username,type,accompany,medal_name,medal_level
1,21815500,令堂翱翔,提督,78,薇我50,41
2,88830022,糖加小酥,提督,79,薇我50,37
3,500926970,啾哩の小鸟,舰长,1401,薇我50,41
4,35954316,断桥九色鹿liner,舰长,1418,薇我50,40
5,6417028,学渣只能说一句花Q,舰长,1108,薇我50,40
6,3488947,翲雪,舰长,766,薇我50,39
7,20623283,魔龙幻象,舰长,734,薇我50,38
8,1930614,非晴-,舰长,1268,薇我50,37
9,513364,AquaARIA,舰长,1197,薇我50,37
10,2021813,憨咸玉,舰长,1199,薇我50,37
11,86948494,邪眼断罪真君,舰长,598,薇我50,36
12,36803580,苏清璇omo,舰长,1564,薇我50,36
13,38267109,寒将学,舰长,1282,薇我50,35
14,486618176,唯爱-金克丝,舰长,1255,薇我50,35
15,33909726,知丶薇,舰长,1314,薇我50,35
16,13618274,到处逛gai的织月_邪夜,舰长,670,薇我50,34
17,4725013,Lin嚯嚯从小就是大冤种,舰长,716,薇我50,34
18,7655747,Maki-Lucky,舰长,844,薇我50,34
19,105294017,YNC小影子,舰长,443,薇我50,34
20,88069932,啵啵语默yumo,舰长,875,薇我50,34
21,24331924,渡劫老咸鱼,舰长,1119,薇我50,34
22,188407581,等枫的秋sigma,舰长,960,薇我50,34
23,1666610463,達尼克斯,舰长,1006,薇我50,34
24,204323021,老实の锅包又,舰长,1255,薇我50,33
25,33039475,来自地狱魅影,舰长,910,薇我50,33
26,29117,巫女猎人,舰长,1156,薇我50,33
27,30588204,wbl00,舰长,641,薇我50,33
28,215160355,龍腾萬裏,舰长,486,薇我50,33
29,31260366,yy猫咪的日常,舰长,474,薇我50,33
30,15016606,地狱掌管者-路西法,舰长,874,薇我50,33
31,13038645,回忆的熊孩子,舰长,1061,薇我50,33
32,175445590,过路人333,舰长,826,薇我50,33
33,2158592,AntimonyRA,舰长,1033,薇我50,33
34,65438110,瘟疫3,舰长,791,薇我50,33
35,520950948,-墨终-,舰长,623,薇我50,33
36,1276746344,爱莉希雅nya,舰长,1088,薇我50,33
37,11154077,-逍遥哈利-,舰长,821,薇我50,33
38,19532424,是四不是死的四兔子,舰长,661,薇我50,33
39,284241412,市场调研员,舰长,792,薇我50,33
40,261020,绯の亚莉亚,舰长,334,薇我50,33
41,224567449,童山闻颜,舰长,877,薇我50,32
42,3665701,黑腹小萝莉,舰长,743,薇我50,32
43,110366,Melody一野猫,舰长,694,薇我50,32
44,301640080,压力史莱姆,舰长,544,薇我50,32
45,38403401,珍惜未来,舰长,881,薇我50,32
46,672722632,亿穷二白王道长,舰长,396,薇我50,32
47,8657762,金Au银Ag,舰长,945,薇我50,32
48,1413795259,花飞花影,舰长,217,薇我50,32
49,500015824,明阅清风,舰长,492,薇我50,32
50,34936482,可爱多一点的小可爱,舰长,771,薇我50,32
51,379783712,花落灬花未开,舰长,898,薇我50,32
52,92484205,依旧是那片羽,舰长,802,薇我50,32
53,352626239,跳楼投简历,舰长,214,薇我50,32
54,66909349,通りすがりの卡面来打,舰长,213,薇我50,32
55,3221225,Sailaphair,舰长,623,薇我50,32
56,365247143,穆-夏,舰长,833,薇我50,32
57,76557065,昔日猖狂,舰长,373,薇我50,31
58,1418947,腊鸡玲珑_躺平中,舰长,468,薇我50,31
59,3493259942824884,是落零哟,舰长,111,薇我50,31
60,7345183,无知的弟弟,舰长,544,薇我50,31
61,266220921,羽飘漂,舰长,455,薇我50,31
62,271865349,花果山吗喽小阿凌,舰长,366,薇我50,31
63,157504414,虾滑馅鱼之咸,舰长,407,薇我50,31
64,59632957,纯白鸢尾,舰长,558,薇我50,31
65,20344258,夜火的余烬,舰长,665,薇我50,31
66,119549172,桜小路瑞希,舰长,576,薇我50,31
67,26164174,头像是我老婆都不许抢,舰长,172,薇我50,31
68,286681,焚风浩克,舰长,624,薇我50,31
69,919906,怜怜_Official,舰长,528,薇我50,31
70,34639269,Sam-_-_-,舰长,365,薇我50,31
71,142346059,真寻酱又被撅了,舰长,257,薇我50,30
72,535542637,ulsmallzhou,舰长,490,薇我50,30
73,15306134,亡雨轩,舰长,395,薇我50,30
74,33902990,平板黑初音,舰长,362,薇我50,30
75,51989914,S-K-Y-beta,舰长,334,薇我50,30
76,3546665562671221,米里不是米格,舰长,460,薇我50,30
77,102413528,汪情许爱今生缘,舰长,528,薇我50,30
78,3546707608472248,英之胜刃,舰长,275,薇我50,30
79,3886831,白色の契约,舰长,95,薇我50,30
80,32412612,下雨带刀不打伞,舰长,366,薇我50,30
81,1952581820,晒太阳德萝卜,舰长,244,薇我50,30
82,166737838,风忆清浅丶,舰长,498,薇我50,30
83,7640597,空灬白丶采佩西,舰长,318,薇我50,30
84,3493290353625201,CrazyFeng绝逢,舰长,163,薇我50,30
85,645910106,炁海循风,舰长,340,薇我50,30
86,26520322,凛冬-乐乐,舰长,258,薇我50,29
87,375831015,广武大蟑螂,舰长,249,薇我50,29
88,435628439,玥之力,舰长,274,薇我50,29
89,11038787,无始虚空,舰长,154,薇我50,29
90,502759263,Y魇_魇Y,舰长,215,薇我50,29
91,295283958,黎_明_樱,舰长,164,薇我50,29
92,2399315,雙轉輪迴,舰长,244,薇我50,29
93,32849738,古月鸟Cramorant,舰长,308,薇我50,29
94,3546824000407733,璃星璇,舰长,322,薇我50,29
95,1077377920,安东喵没脑子,舰长,177,薇我50,28
96,76648977,血魔之渊,舰长,186,薇我50,28
97,2670739,一般路过的假面礼拜liu,舰长,279,薇我50,28
98,97696538,琅琊张子云,舰长,87,薇我50,28
99,3494363860568548,重月dop,舰长,103,薇我50,28
100,357368,小北是真姬厨,舰长,160,薇我50,28
101,1412923,爱与正义的反派,舰长,192,薇我50,28
