rank,uid,username,type,accompany,medal_name,medal_level
1,20623283,魔龙幻象,提督,811,薇我50,39
2,215160355,龍腾萬裏,提督,563,薇我50,35
3,2670739,一般路过的假面礼拜liu,提督,356,薇我50,32
4,6417028,学渣只能说一句花Q,舰长,1185,薇我50,42
5,500926970,啾哩の小鸟,舰长,1478,薇我50,41
6,35954316,断桥九色鹿liner,舰长,1495,薇我50,40
7,3488947,翲雪,舰长,843,薇我50,39
8,513364,AquaARIA,舰长,1274,薇我50,37
9,2021813,憨咸玉,舰长,1276,薇我50,37
10,86948494,邪眼断罪真君,舰长,675,薇我50,37
11,11947976,墨二猫,舰长,1325,薇我50,36
12,36803580,苏清璇omo,舰长,1641,薇我50,36
13,1980623710,都兜斗豆逗窦吺梪钭,舰长,11,薇我50,36
14,38267109,寒将学,舰长,1346,薇我50,36
15,486618176,唯爱-金克丝,舰长,1332,薇我50,35
16,520950948,-墨终-,舰长,700,薇我50,35
17,33909726,知丶薇,舰长,1391,薇我50,35
18,44539694,落晓星垂,舰长,784,薇我50,35
19,22797286,凡狼pyamiles,舰长,1113,薇我50,35
20,13618274,到处逛gai的织月_邪夜,舰长,747,薇我50,35
21,7655747,Maki-Lucky,舰长,921,薇我50,35
22,188407581,等枫的秋omega,舰长,1023,薇我50,35
23,88069932,啵啵语默yumo,舰长,952,薇我50,34
24,4725013,Lin嚯嚯从小就是大冤种,舰长,793,薇我50,34
25,24331924,渡劫老咸鱼,舰长,1196,薇我50,34
26,66909349,通りすがりの卡面来打,舰长,290,薇我50,34
27,140650247,岚狄9045,舰长,832,薇我50,34
28,34549812,三速红翼,舰长,947,薇我50,34
29,105294017,YNC小影子,舰长,520,薇我50,34
30,30588204,wbl00,舰长,718,薇我50,34
31,1666610463,達尼克斯,舰长,1074,薇我50,34
32,33039475,来自地狱魅影,舰长,987,薇我50,34
33,29117,巫女猎人,舰长,1233,薇我50,34
34,31260366,yy猫咪的日常,舰长,551,薇我50,34
35,26164174,头像是我老婆都不许抢,舰长,249,薇我50,34
36,204323021,老实の锅包又,舰长,1332,薇我50,34
37,65438110,瘟疫3,舰长,868,薇我50,34
38,15016606,地狱掌管者-路西法,舰长,951,薇我50,34
39,82190873,夜宁远233,舰长,664,薇我50,34
40,1413795259,花飞花影,舰长,294,薇我50,34
41,2158592,AntimonyRA,舰长,1110,薇我50,34
42,19532424,是四不是死的四兔子,舰长,712,薇我50,33
43,175445590,过路人333,舰长,903,薇我50,33
44,3886831,白色の契约,舰长,172,薇我50,33
45,13038645,回忆的熊孩子,舰长,1138,薇我50,33
46,1887203,漆黑小透明,舰长,887,薇我50,33
47,480603815,凤顗,舰长,777,薇我50,33
48,108038351,泽云熙海,舰长,716,薇我50,33
49,672722632,亿穷二白王道长,舰长,473,薇我50,33
50,324234804,橘小草,舰长,57,薇我50,33
51,14121293,-悠乐美-,舰长,366,薇我50,33
52,3665701,黑腹小萝莉,舰长,820,薇我50,33
53,352940707,幽幕灵,舰长,785,薇我50,33
54,301640080,压力史莱姆,舰长,621,薇我50,33
55,284241412,市场调研员,舰长,869,薇我50,33
56,500015824,明阅清风,舰长,567,薇我50,33
57,36227964,fft肥肥羊,舰长,695,薇我50,33
58,11154077,-逍遥哈利-,舰长,898,薇我50,33
59,224567449,童山闻颜,舰长,954,薇我50,33
60,14850509,有三枚游戏币的卡七,舰长,725,薇我50,33
61,110366,Melody一野猫,舰长,771,薇我50,33
62,8657762,金Au银Ag,舰长,1022,薇我50,33
63,38403401,珍惜未来,舰长,958,薇我50,33
64,441175327,终南苍云-棉花糖,舰长,371,薇我50,33
65,261020,绯の亚莉亚,舰长,411,薇我50,33
66,18256506,雪乃结衣,舰长,276,薇我50,33
67,34936482,可爱多一点的小可爱,舰长,848,薇我50,32
68,271865349,花果山吗喽小阿凌,舰长,443,薇我50,32
69,352626239,跳楼投简历,舰长,289,薇我50,32
70,392082420,V圈守墓人-逆风21314号,舰长,777,薇我50,32
71,1418947,腊鸡玲珑_躺平中,舰长,545,薇我50,32
72,92484205,依旧是那片羽,舰长,879,薇我50,32
73,68000638,-叶樱-,舰长,154,薇我50,32
74,157504414,虾滑馅鱼之咸,舰长,484,薇我50,32
75,3221225,Sailaphair,舰长,700,薇我50,32
76,76557065,昔日猖狂,舰长,450,薇我50,32
77,365247143,穆-夏,舰长,910,薇我50,32
78,34639269,Sam-_-_-,舰长,442,薇我50,32
79,471266480,Zx芝,舰长,425,薇我50,32
80,7345183,无知的弟弟,舰长,621,薇我50,32
81,266220921,羽飘漂,舰长,532,薇我50,32
82,3493290353625201,CrazyFeng绝逢,舰长,240,薇我50,32
83,119549172,桜小路瑞希,舰长,653,薇我50,32
84,295283958,黎_明_樱,舰长,241,薇我50,32
85,33902990,票可多的黑初音,舰长,439,薇我50,32
86,15306134,亡雨轩,舰长,472,薇我50,31
87,3493259942824884,是落零哟,舰长,188,薇我50,31
88,3546707608472248,英之胜刃,舰长,352,薇我50,31
