rank,uid,username,type,accompany,medal_name,medal_level
1,21815500,令堂翱翔,提督,68,薇我50,41
2,88830022,糖加小酥,提督,69,薇我50,37
3,500926970,啾哩の小鸟,舰长,1391,薇我50,41
4,35954316,断桥九色鹿liner,舰长,1408,薇我50,40
5,6417028,学渣只能说一句花Q,舰长,1098,薇我50,40
6,3488947,翲雪,舰长,756,薇我50,39
7,6373197,能飲壹杯无,舰长,1196,薇我50,38
8,20623283,魔龙幻象,舰长,724,薇我50,37
9,1930614,非晴-,舰长,1258,薇我50,37
10,513364,AquaARIA,舰长,1187,薇我50,37
11,2021813,憨咸玉,舰长,1189,薇我50,37
12,86948494,邪眼断罪真君,舰长,588,薇我50,36
13,11947976,墨二猫,舰长,1285,薇我50,36
14,36803580,苏清璇omo,舰长,1554,薇我50,36
15,38267109,寒将学,舰长,1272,薇我50,35
16,486618176,唯爱-金克丝,舰长,1245,薇我50,35
17,33909726,知丶薇,舰长,1304,薇我50,35
18,44539694,落晓星垂,舰长,701,薇我50,35
19,13618274,到处逛gai的织月_邪夜,舰长,660,薇我50,34
20,4725013,Lin嚯嚯从小就是大冤种,舰长,706,薇我50,34
21,105294017,YNC小影子,舰长,433,薇我50,34
22,7655747,Maki-Lucky,舰长,834,薇我50,34
23,140650247,岚狄9045,舰长,780,薇我50,34
24,88069932,啵啵语默yumo,舰长,865,薇我50,34
25,24331924,渡劫老咸鱼,舰长,1109,薇我50,34
26,188407581,等枫的秋sigma,舰长,950,薇我50,34
27,1666610463,達尼克斯,舰长,996,薇我50,34
28,34549812,三速红翼,舰长,895,薇我50,34
29,82190873,夜宁远233,舰长,654,薇我50,34
30,204323021,老实の锅包又,舰长,1245,薇我50,33
31,33039475,来自地狱魅影,舰长,900,薇我50,33
32,29117,巫女猎人,舰长,1146,薇我50,33
33,30588204,wbl00,舰长,631,薇我50,33
34,175445590,过路人333,舰长,816,薇我50,33
35,2158592,AntimonyRA,舰长,1023,薇我50,33
36,31260366,yy猫咪的日常,舰长,464,薇我50,33
37,215160355,龍腾萬裏,舰长,476,薇我50,33
38,15016606,地狱掌管者-路西法,舰长,865,薇我50,33
39,13038645,回忆的熊孩子,舰长,1051,薇我50,33
40,65438110,瘟疫3,舰长,781,薇我50,33
41,520950948,-墨终-,舰长,613,薇我50,33
42,1276746344,爱莉希雅nya,舰长,1078,薇我50,33
43,352940707,幽幕灵,舰长,775,薇我50,33
44,19532424,是四不是死的四兔子,舰长,651,薇我50,33
45,261020,绯の亚莉亚,舰长,324,薇我50,33
46,3665701,黑腹小萝莉,舰长,733,薇我50,32
47,11154077,-逍遥哈利-,舰长,811,薇我50,32
48,36227964,fft肥肥羊,舰长,655,薇我50,32
49,39831060,替身---,舰长,584,薇我50,32
50,224567449,童山闻颜,舰长,867,薇我50,32
51,14850509,有三枚游戏币的卡七,舰长,685,薇我50,32
52,672722632,亿穷二白王道长,舰长,386,薇我50,32
53,110366,Melody一野猫,舰长,684,薇我50,32
54,8657762,金Au银Ag,舰长,935,薇我50,32
55,301640080,压力史莱姆,舰长,535,薇我50,32
56,38403401,珍惜未来,舰长,871,薇我50,32
57,1413795259,花飞花影,舰长,207,薇我50,32
58,500015824,明阅清风,舰长,482,薇我50,32
59,34936482,可爱多一点的小可爱,舰长,761,薇我50,32
60,379783712,花落灬花未开,舰长,888,薇我50,32
61,92484205,依旧是那片羽,舰长,792,薇我50,32
62,3221225,Sailaphair,舰长,613,薇我50,32
63,365247143,穆-夏,舰长,823,薇我50,32
64,352626239,跳楼投简历,舰长,204,薇我50,31
65,76557065,昔日猖狂,舰长,363,薇我50,31
66,3493259942824884,是落零哟,舰长,101,薇我50,31
67,471266480,Zx芝,舰长,385,薇我50,31
68,157504414,虾滑馅鱼之咸,舰长,397,薇我50,31
69,59632957,纯白鸢尾,舰长,548,薇我50,31
70,66909349,通りすがりの卡面来打,舰长,203,薇我50,31
71,1418947,腊鸡玲珑_躺平中,舰长,458,薇我50,31
